State,City,Overall Percentile Rank,,Address,36.5677206,139.9033588
Georgia,Union City,39,,"Union City, Georgia",33.5870558,-84.5424299
Alabama,Saraland,34,,"Saraland, Alabama",30.820742,-88.0705556
California,Gardena,33,,"Gardena, California",33.8883487,-118.3089624
California,San Rafael,2,,"San Rafael, California",37.9735346,-122.5310874
South Carolina,Rock Hill,13,,"Rock Hill, South Carolina",34.9248667,-81.0250784
Florida,Bristol,42,,"Bristol, Florida",30.4321407,-84.9757496
New Hampshire,Laconia,10,,"Laconia, New Hampshire",43.5278546,-71.4703509
Virginia,Bedford,8,,"Bedford, Virginia",37.3343079,-79.5230877
Pennsylvania,Williamsport,19,,"Williamsport, Pennsylvania",41.2411897,-77.0010786
Illinois,Coal City,32,,"Coal City, Illinois",41.2878096,-88.2856185
Arizona,Somerton,41,,"Somerton, Arizona",32.5964404,-114.709677
Michigan,Grosse Pointe Park,10,,"Grosse Pointe Park, Michigan",42.3758708,-82.9374159
Texas,Freeport,1,,"Freeport, Texas",28.9541368,-95.3596617
Michigan,Chelsea,20,,"Chelsea, Michigan",42.3180919,-84.0205029
Oklahoma,Sallisaw,24,,"Sallisaw, Oklahoma",35.4603711,-94.7874463
South Carolina,Bennettsville,13,,"Bennettsville, South Carolina",34.6173803,-79.6847814
Illinois,Evanston,3,,"Evanston, Illinois",42.0450722,-87.6876969
Louisiana,Farmerville,4,,"Farmerville, Louisiana",32.7734728,-92.4056985
Virginia,Vinton,33,,"Vinton, Virginia",37.2809707,-79.8969819
Florida,High Springs,4,,"High Springs, Florida",29.8269064,-82.5967832
California,Grand Terrace,41,,"Grand Terrace, California",34.0339031,-117.3136544
Illinois,Bellwood,61,,"Bellwood, Illinois",41.8814197,-87.883117
New Hampshire,Somersworth,16,,"Somersworth, New Hampshire",43.2617503,-70.8653372
California,Hawthorne,23,,"Hawthorne, California",33.9164032,-118.3525748
Alabama,Athens,13,,"Athens, Alabama",34.8028661,-86.9716741
Illinois,Marion,24,,"Marion, Illinois",37.7306054,-88.9331256
Michigan,Marquette,4,,"Marquette, Michigan",46.5475825,-87.3955954
Virginia,Winchester,15,,"Winchester, Virginia",39.1856597,-78.1633341
Illinois,Chicago Ridge,5,,"Chicago Ridge, Illinois",41.7014217,-87.7792196
Virginia,Suffolk,17,,"Suffolk, Virginia",36.7282054,-76.5835621
Texas,New Braunfels,27,,"New Braunfels, Texas",29.7030024,-98.1244531
California,Concord,13,,"Concord, California",37.9779776,-122.0310733
Alabama,Lanett,44,,"Lanett, Alabama",32.8687391,-85.1904971
Texas,Giddings,18,,"Giddings, Texas",30.1827159,-96.936371
Illinois,Bridgeview,59,,"Bridgeview, Illinois",41.7500323,-87.8042216
Nevada,Sparks,15,,"Sparks, Nevada",39.5349112,-119.7526886
Michigan,Pinconning,29,,"Pinconning, Michigan",43.8536325,-83.9649869
Michigan,Jackson,6,,"Jackson, Michigan",42.245869,-84.4013462
Texas,Winnsboro,47,,"Winnsboro, Texas",32.9573449,-95.2902224
Illinois,Summit,62,,"Summit, Illinois",41.7880876,-87.810334
Alabama,Bessemer,7,,"Bessemer, Alabama",33.4017766,-86.954437
Georgia,Oakwood,32,,"Oakwood, Georgia",34.227602,-83.8843455
Illinois,Shiloh,66,,"Shiloh, Illinois",38.5614383,-89.8973233
Missouri,Hazelwood,49,,"Hazelwood, Missouri",38.7714396,-90.3709489
Texas,Palestine,29,,"Palestine, Texas",31.7621153,-95.6307891
Pennsylvania,Erie,16,,"Erie, Pennsylvania",42.1292241,-80.085059
California,Victorville,58,,"Victorville, California",34.5362184,-117.2927641
Illinois,Lyons,60,,"Lyons, Illinois",41.8133651,-87.8181128
Illinois,Bloomingdale,20,,"Bloomingdale, Illinois",41.9575285,-88.0809036
Michigan,Saline,20,,"Saline, Michigan",42.1667072,-83.7816075
Arizona,Bullhead City,39,,"Bullhead City, Arizona",35.1359386,-114.5285981
Colorado,Sheridan,66,,"Sheridan, Colorado",39.6469319,-105.025261
Indiana,Fort Wayne,14,,"Fort Wayne, Indiana",41.079273,-85.1393513
Alabama,Hartselle,42,,"Hartselle, Alabama",34.4434282,-86.9352842
Rhode Island,Newport,1,,"Newport, Rhode Island",41.4901024,-71.3128285
Virginia,Marion,13,,"Marion, Virginia",36.8348383,-81.5148368
Michigan,Charlotte,21,,"Charlotte, Michigan",42.5636478,-84.8358211
Illinois,Lynwood,57,,"Lynwood, Illinois",41.5265677,-87.5475135
Wisconsin,Two Rivers,35,,"Two Rivers, Wisconsin",44.1538844,-87.5692478
Texas,Bridgeport,33,,"Bridgeport, Texas",33.2101155,-97.7547552
Michigan,St Johns,13,,"St Johns, Michigan",43.001143,-84.5591521
Arizona,Tempe,12,,"Tempe, Arizona",33.4255104,-111.9400054
Virginia,Poquoson,28,,"Poquoson, Virginia",37.1223664,-76.3457773
Illinois,Bartlett,58,,"Bartlett, Illinois",41.9950276,-88.1856301
Minnesota,Big Lake,45,,"Big Lake, Minnesota",45.3331421,-93.7335062
Florida,Satellite Beach,25,,"Satellite Beach, Florida",28.1761233,-80.5900519
Maryland,Ocean City,2,,"Ocean City, Maryland",38.3365032,-75.0849058
Illinois,Alsip,2,,"Alsip, Illinois",41.6689223,-87.7386619
Alabama,Enterprise,45,,"Enterprise, Alabama",31.3151708,-85.8552161
Alabama,Loxley,20,,"Loxley, Alabama",30.6182476,-87.7530454
Michigan,Kalkaska,14,,"Kalkaska, Michigan",44.7352042,-85.1842227
Texas,Angleton,7,,"Angleton, Texas",29.16941,-95.4318847
Maryland,Greenbelt,24,,"Greenbelt, Maryland",39.0045544,-76.8755282
New Hampshire,Concord,10,,"Concord, New Hampshire",43.2081366,-71.5375718
California,Anaheim,5,,"Anaheim, California",33.8352932,-117.9145036
Washington,Seattle,3,,"Seattle, Washington",47.6062095,-122.3320708
Illinois,Northbrook,7,,"Northbrook, Illinois",42.1275267,-87.8289548
Illinois,Countryside,5,,"Countryside, Illinois",41.766022,-87.879523
Illinois,Loves Park,26,,"Loves Park, Illinois",42.3200189,-89.0581621
Arizona,Taylor,39,,"Taylor, Arizona",34.4650374,-110.0912265
Virginia,Franklin,11,,"Franklin, Virginia",36.6776507,-76.9224608
Louisiana,Opelousas,33,,"Opelousas, Louisiana",30.5335302,-92.081509
California,Monrovia,12,,"Monrovia, California",34.1442616,-118.0019482
Louisiana,Harahan,57,,"Harahan, Louisiana",29.9404826,-90.2031313
Florida,Lauderhill,18,,"Lauderhill, Florida",26.1403635,-80.2133808
Alabama,Fort Payne,19,,"Fort Payne, Alabama",34.4442547,-85.7196893
Illinois,Stickney,8,,"Stickney, Illinois",41.821421,-87.7828339
Louisiana,Pineville,30,,"Pineville, Louisiana",31.3224044,-92.4343035
Alabama,Anniston,3,,"Anniston, Alabama",33.6598257,-85.8316318
Texas,Vernon,26,,"Vernon, Texas",34.1545306,-99.2650804
Michigan,Port Huron,5,,"Port Huron, Michigan",42.9708634,-82.4249142
Michigan,Warren,8,,"Warren, Michigan",42.5144566,-83.0146526
California,Bell,22,,"Bell, California",33.9775142,-118.1870156
Michigan,Mt Morris,40,,"Mt Morris, Michigan",43.1186374,-83.6949583
Florida,Vero Beach,1,,"Vero Beach, Florida",27.6386434,-80.3972736
Georgia,Conyers,59,,"Conyers, Georgia",33.6676103,-84.0176904
Virginia,Norton,21,,"Norton, Virginia",36.933433,-82.6290459
Connecticut,Danbury,38,,"Danbury, Connecticut",41.394817,-73.4540111
Texas,Taylor,32,,"Taylor, Texas",30.5707551,-97.4094438
Connecticut,Bristol,1,,"Bristol, Connecticut",41.6717648,-72.9492703
Alabama,Robertsdale,23,,"Robertsdale, Alabama",30.5538048,-87.7119324
Missouri,Kansas City,16,,"Kansas City, Missouri",39.0997265,-94.5785667
Illinois,Westchester,9,,"Westchester, Illinois",41.8498339,-87.8806738
Iowa,Burlington,54,,"Burlington, Iowa",40.8076529,-91.1128901
Texas,Baytown,16,,"Baytown, Texas",29.7355047,-94.9774274
California,Seaside,17,,"Seaside, California",36.6149217,-121.822098
Illinois,Highland Park,3,,"Highland Park, Illinois",42.1816918,-87.8003437
Alabama,Irondale,24,,"Irondale, Alabama",33.5381601,-86.7072102
Georgia,East Point,7,,"East Point, Georgia",33.6795531,-84.4393724
Pennsylvania,West Mifflin,32,,"West Mifflin, Pennsylvania",40.3634026,-79.8664375
Vermont,Bellows Falls,35,,"Bellows Falls, Vermont",43.133411,-72.4439772
Alabama,Ozark,40,,"Ozark, Alabama",31.459017,-85.640289
Michigan,Grand Rapids,19,,"Grand Rapids, Michigan",42.9633599,-85.6680863
Kentucky,Highland Heights,42,,"Highland Heights, Kentucky",39.0331169,-84.4518854
Texas,Bay City,3,,"Bay City, Texas",28.9827565,-95.969402
Minnesota,Duluth,21,,"Duluth, Minnesota",46.7866719,-92.1004852
Texas,Decatur,18,,"Decatur, Texas",33.2342834,-97.5861393
Kentucky,Henderson,17,,"Henderson, Kentucky",37.8361538,-87.5900134
Michigan,Marlette,41,,"Marlette, Michigan",43.3269685,-83.08022
Illinois,Wheeling,11,,"Wheeling, Illinois",42.1391927,-87.9289591
California,Indio,46,,"Indio, California",33.7205771,-116.2155619
West Virginia,Charleston,65,,"Charleston, West Virginia",38.3498195,-81.6326234
South Carolina,Spartanburg,37,,"Spartanburg, South Carolina",34.9495672,-81.9320482
California,San Diego,5,,"San Diego, California",32.715738,-117.1610838
Alabama,Northport,24,,"Northport, Alabama",33.229007,-87.5772293
California,Fairfield,10,,"Fairfield, California",38.2493581,-122.0399663
Florida,Melbourne,21,,"Melbourne, Florida",28.0836269,-80.6081089
California,Covina,30,,"Covina, California",34.0900091,-117.8903397
Florida,Wauchula,63,,"Wauchula, Florida",27.5472589,-81.8114715
Texas,Ennis,32,,"Ennis, Texas",32.3293111,-96.6252679
Michigan,Iron Mountain,5,,"Iron Mountain, Michigan",45.8202334,-88.0659603
Alabama,Phenix,26,,"Phenix, Alabama",32.5073385,-85.0529058
Georgia,Marietta,9,,"Marietta, Georgia",33.952602,-84.5499327
California,El Segundo,2,,"El Segundo, California",33.9191799,-118.4164652
California,Placerville,10,,"Placerville, California",38.7296252,-120.798546
Illinois,Charleston,10,,"Charleston, Illinois",39.4961458,-88.1761521
Alabama,Alabaster,41,,"Alabaster, Alabama",33.2442813,-86.8163773
Louisiana,Westlake,33,,"Westlake, Louisiana",30.2421496,-93.2507099
Florida,Arcadia,30,,"Arcadia, Florida",27.2158826,-81.8584164
South Carolina,Barnwell,23,,"Barnwell, South Carolina",33.2448733,-81.3587177
Illinois,Downers Grove,7,,"Downers Grove, Illinois",41.8089191,-88.0111746
Illinois,Harwood Heights,21,,"Harwood Heights, Illinois",41.9672532,-87.8075612
Pennsylvania,Norristown,40,,"Norristown, Pennsylvania",40.121497,-75.3399048
Illinois,Heyworth,66,,"Heyworth, Illinois",40.3133697,-88.9736901
New York,Elmsford,67,,"Elmsford, New York",41.0550969,-73.8201337
Texas,Texarkana,20,,"Texarkana, Texas",33.425125,-94.0476882
New York,Valley Stream,67,,"Valley Stream, New York",40.6642699,-73.7084645
Kansas,Emporia,30,,"Emporia, Kansas",38.403903,-96.1816626
Michigan,Sylvan Lake,31,,"Sylvan Lake, Michigan",42.6114217,-83.3285467
Illinois,Hampshire,41,,"Hampshire, Illinois",42.0978027,-88.5303643
California,Lodi,6,,"Lodi, California",38.1341477,-121.2722194
Washington,Tacoma,22,,"Tacoma, Washington",47.2528768,-122.4442906
Tennessee,Oak Ridge,29,,"Oak Ridge, Tennessee",36.0103561,-84.2696449
West Virginia,Salem,69,,"Salem, West Virginia",39.2828653,-80.5589856
Oklahoma,Terral,67,,"Terral, Oklahoma",33.8967658,-97.9364242
Illinois,Willow Springs,8,,"Willow Springs, Illinois",41.7408652,-87.8603343
Virginia,Harrisonburg,18,,"Harrisonburg, Virginia",38.4495688,-78.8689155
Illinois,Elk Grove,3,,"Elk Grove, Illinois",42.0039178,-87.9703461
New Hampshire,Rochester,18,,"Rochester, New Hampshire",43.304526,-70.9756186
Illinois,Glenwood,15,,"Glenwood, Illinois",41.5425349,-87.6022658
Massachusetts,West Springfield Town,3,,"West Springfield Town, Massachusetts",42.1070383,-72.6203675
Texas,Brownwood,28,,"Brownwood, Texas",31.7093197,-98.9911611
Alabama,Jasper,20,,"Jasper, Alabama",33.8312185,-87.2775053
Illinois,Antioch,14,,"Antioch, Illinois",42.4772418,-88.0956396
Illinois,South Holland,16,,"South Holland, Illinois",41.6008681,-87.6069894
Alabama,Attalla,21,,"Attalla, Alabama",34.0217639,-86.0885852
Pennsylvania,Forest Hills,28,,"Forest Hills, Pennsylvania",40.4197911,-79.8500487
Tennessee,Etowah,18,,"Etowah, Tennessee",35.3234065,-84.5249307
Florida,Deerfield Beach,17,,"Deerfield Beach, Florida",26.3184123,-80.0997657
California,Montclair,19,,"Montclair, California",34.0775104,-117.6897776
California,Mammoth Lakes,5,,"Mammoth Lakes, California",37.648546,-118.972079
Florida,Gainesville,11,,"Gainesville, Florida",29.6516344,-82.3248262
Connecticut,New London,31,,"New London, Connecticut",41.3556539,-72.0995209
Pennsylvania,Monessen,49,,"Monessen, Pennsylvania",40.1484053,-79.8878254
Michigan,Royal Oak,8,,"Royal Oak, Michigan",42.4894801,-83.1446485
Alabama,Tuscumbia,35,,"Tuscumbia, Alabama",34.7312005,-87.70253
Illinois,Highwood,28,,"Highwood, Illinois",42.1997468,-87.8092335
Massachusetts,Cambridge,3,,"Cambridge, Massachusetts",42.3736158,-71.1097335
Michigan,Montrose,37,,"Montrose, Michigan",43.1766935,-83.8927439
Illinois,Bradley,28,,"Bradley, Illinois",41.1419768,-87.8611535
Alabama,Decatur,12,,"Decatur, Alabama",34.6059253,-86.9833417
Florida,Polk City,12,,"Polk City, Florida",28.1825147,-81.8239676
California,Escondido,10,,"Escondido, California",33.1192068,-117.086421
Illinois,Carbondale,8,,"Carbondale, Illinois",37.7272727,-89.2167501
West Virginia,Clarksburg,71,,"Clarksburg, West Virginia",39.2806451,-80.3445341
Maine,Augusta,47,,"Augusta, Maine",44.3106241,-69.7794897
Illinois,Glencoe,3,,"Glencoe, Illinois",42.1350268,-87.7581188
Alabama,Troy,11,,"Troy, Alabama",31.8087678,-85.969951
Missouri,Poplar Bluff,23,,"Poplar Bluff, Missouri",36.7569994,-90.392888
California,Roseville,3,,"Roseville, California",38.7521235,-121.2880059
Texas,Cleburne,19,,"Cleburne, Texas",32.3476438,-97.3866837
Pennsylvania,Kutztown,50,,"Kutztown, Pennsylvania",40.5173165,-75.7774177
Texas,Richwood,1,,"Richwood, Texas",29.0560789,-95.4099403
Florida,Port St Lucie,59,,"Port St Lucie, Florida",27.2730492,-80.3582261
California,Redding,3,,"Redding, California",40.5865396,-122.3916754
Delaware,Smyrna,35,,"Smyrna, Delaware",39.2998339,-75.6046494
Illinois,Skokie,8,,"Skokie, Illinois",42.0324025,-87.7416246
Michigan,Utica,17,,"Utica, Michigan",42.6261446,-83.0335384
Oklahoma,Drumright,40,,"Drumright, Oklahoma",35.9884013,-96.6011294
Illinois,Mount Carroll,46,,"Mount Carroll, Illinois",42.0950233,-89.9781797
Illinois,Lake Forest,6,,"Lake Forest, Illinois",42.2586342,-87.840625
Illinois,Lombard,12,,"Lombard, Illinois",41.8800296,-88.0078435
Illinois,Niles,2,,"Niles, Illinois",42.0189191,-87.8028402
Florida,Palm Bay,38,,"Palm Bay, Florida",28.0344621,-80.5886646
Illinois,Sauk Village,59,,"Sauk Village, Illinois",41.4883685,-87.5675414
Texas,Hewitt,43,,"Hewitt, Texas",31.4623902,-97.1958377
Nevada,Carson City,8,,"Carson City, Nevada",39.1637984,-119.7674034
Florida,St Cloud,34,,"St Cloud, Florida",28.2489016,-81.2811801
Rhode Island,Warwick,68,,"Warwick, Rhode Island",41.7001009,-71.4161671
Maryland,Ridgely,50,,"Ridgely, Maryland",38.9478912,-75.8843805
Illinois,Plainfield,48,,"Plainfield, Illinois",41.632223,-88.2120315
Maine,Biddeford,48,,"Biddeford, Maine",43.4925843,-70.4533844
California,Delano,42,,"Delano, California",35.7688425,-119.2470536
Michigan,Woodhaven,23,,"Woodhaven, Michigan",42.1389839,-83.2417994
Tennessee,Sevierville,11,,"Sevierville, Tennessee",35.8681455,-83.561835
Michigan,Walker,35,,"Walker, Michigan",43.0014133,-85.7680915
Georgia,Montezuma,42,,"Montezuma, Georgia",32.3051576,-84.0274072
Alabama,Dothan,4,,"Dothan, Alabama",31.2232313,-85.3904888
Missouri,St Joseph,44,,"St Joseph, Missouri",39.7674578,-94.846681
Kansas,Lansing,45,,"Lansing, Kansas",39.2486126,-94.9002413
Utah,La Verkin,62,,"La Verkin, Utah",37.2051385,-113.2721584
Maine,Portland,43,,"Portland, Maine",43.661471,-70.2553259
California,San Anselmo,20,,"San Anselmo, California",37.9746458,-122.5616448
Connecticut,Newtown,9,,"Newtown, Connecticut",41.4141116,-73.3035656
Virginia,Fredericksburg,7,,"Fredericksburg, Virginia",38.3031837,-77.4605399
Texas,Laredo,14,,"Laredo, Texas",27.5305671,-99.4803241
Michigan,Rogers City,5,,"Rogers City, Michigan",45.4214024,-83.8183303
Missouri,St Peters,38,,"St Peters, Missouri",38.7874699,-90.6298922
Illinois,Moline,4,,"Moline, Illinois",41.5067003,-90.5151342
West Virginia,Martinsburg,2,,"Martinsburg, West Virginia",39.4562099,-77.9638869
Arizona,Tucson,7,,"Tucson, Arizona",32.2217429,-110.926479
Missouri,Osceola,47,,"Osceola, Missouri",38.0466967,-93.7043764
California,Ukiah,5,,"Ukiah, California",39.1501709,-123.2077831
Michigan,St Clair Shores,8,,"St Clair Shores, Michigan",42.4974085,-82.8963604
Arizona,Holbrook,17,,"Holbrook, Arizona",34.9022482,-110.1581768
New Mexico,Los Lunas,22,,"Los Lunas, New Mexico",34.806166,-106.7333599
Illinois,Elwood,82,,"Elwood, Illinois",41.4039201,-88.1117242
California,Oxnard,28,,"Oxnard, California",34.1975048,-119.1770516
California,Paradise,27,,"Paradise, California",39.7596061,-121.6219177
North Carolina,Franklin,68,,"Franklin, North Carolina",35.1823171,-83.3815429
Texas,Bryan,20,,"Bryan, Texas",30.6743643,-96.3699632
Arkansas,Little Rock,32,,"Little Rock, Arkansas",34.7464809,-92.2895948
Illinois,Park Ridge,22,,"Park Ridge, Illinois",42.0111412,-87.8406192
Texas,Carthage,14,,"Carthage, Texas",32.1573841,-94.3374199
Michigan,Center Line,28,,"Center Line, Michigan",42.4850362,-83.0277002
New York,Ardsley,70,,"Ardsley, New York",41.0106531,-73.8437452
Alabama,Sylacauga,47,,"Sylacauga, Alabama",33.1731716,-86.2516406
Louisiana,Morgan City,37,,"Morgan City, Louisiana",29.6993748,-91.20677
Kentucky,Covington,60,,"Covington, Kentucky",39.0836712,-84.5085536
Florida,Ocala,2,,"Ocala, Florida",29.1871986,-82.1400923
Michigan,Milford,29,,"Milford, Michigan",42.5916684,-83.6003703
Michigan,Battle Creek,8,,"Battle Creek, Michigan",42.3211522,-85.1797142
Tennessee,Elizabethton,13,,"Elizabethton, Tennessee",36.3487196,-82.2106876
Tennessee,Johnson City,17,,"Johnson City, Tennessee",36.3134397,-82.3534727
California,San Buenaventura,6,,"San Buenaventura, California",34.274646,-119.2290316
Texas,Dallas,14,,"Dallas, Texas",32.7766642,-96.7969879
Illinois,Harvard,21,,"Harvard, Illinois",42.422241,-88.6137101
Texas,Pampa,21,,"Pampa, Texas",35.5361559,-100.9598709
Texas,Bellaire,17,,"Bellaire, Texas",29.7057858,-95.4588299
Illinois,Hawthorn Woods,38,,"Hawthorn Woods, Illinois",42.2169686,-88.0495211
Texas,Irving,37,,"Irving, Texas",32.8140177,-96.9488945
Minnesota,Willmar,38,,"Willmar, Minnesota",45.1223711,-95.048659
Michigan,East Grand Rapids,19,,"East Grand Rapids, Michigan",42.941139,-85.6100277
South Carolina,Seneca,4,,"Seneca, South Carolina",34.6856555,-82.9532036
California,Richmond,72,,"Richmond, California",37.9357576,-122.3477486
Illinois,Lansing,7,,"Lansing, Illinois",41.5647575,-87.538931
Maine,Bangor,62,,"Bangor, Maine",44.8011821,-68.7778138
Illinois,Edwardsville,16,,"Edwardsville, Illinois",38.8114364,-89.953157
Alabama,Evergreen,27,,"Evergreen, Alabama",31.4341907,-86.9545924
Michigan,Deerfield,48,,"Deerfield, Michigan",41.888936,-83.7788283
Nebraska,Ralston,68,,"Ralston, Nebraska",41.2002566,-96.031987
Florida,Haines,33,,"Haines, Florida",28.8407624,-81.7747189
Virginia,Lynchburg,5,,"Lynchburg, Virginia",37.4137536,-79.1422464
Georgia,Hapeville,33,,"Hapeville, Georgia",33.660109,-84.4102046
Colorado,Englewood,45,,"Englewood, Colorado",39.6477653,-104.9877597
Texas,Corpus Christi,15,,"Corpus Christi, Texas",27.8005828,-97.396381
Michigan,Portland,11,,"Portland, Michigan",42.8672048,-84.9100792
Alabama,Brundidge,33,,"Brundidge, Alabama",31.7201615,-85.8160567
Texas,Copperas Cove,42,,"Copperas Cove, Texas",31.124062,-97.9030785
Texas,Sealy,2,,"Sealy, Texas",29.7807878,-96.1571833
Georgia,Cedartown,34,,"Cedartown, Georgia",34.0112715,-85.2565823
Illinois,Crestwood,79,,"Crestwood, Illinois",41.6611444,-87.7525511
Michigan,Norton Shores,16,,"Norton Shores, Michigan",43.1689044,-86.2639461
California,Kingsburg,27,,"Kingsburg, California",36.5138398,-119.5540175
Michigan,Oxford,41,,"Oxford, Michigan",42.8247293,-83.2652254
Tennessee,Cleveland,28,,"Cleveland, Tennessee",35.1595182,-84.8766115
Florida,Sunrise,3,,"Sunrise, Florida",26.1669711,-80.256595
Pennsylvania,Baldwin,44,,"Baldwin, Pennsylvania",40.3381252,-79.9789404
Arizona,Williams,61,,"Williams, Arizona",35.2494566,-112.1910031
Florida,Oviedo,51,,"Oviedo, Florida",28.669997,-81.2081203
California,San Gabriel,11,,"San Gabriel, California",34.0961111,-118.1058333
Nevada,Mesquite,9,,"Mesquite, Nevada",36.805531,-114.06719
Michigan,Parchment,30,,"Parchment, Michigan",42.3280952,-85.5697296
Arizona,Casa Grande,26,,"Casa Grande, Arizona",32.8795022,-111.7573521
Illinois,Cambridge,51,,"Cambridge, Illinois",41.3036472,-90.1928971
